Source,Target,Label,Weight
nm0001878,nm0698493,tt0095705,4
nm0698493,nm0958387,tt0095705,3
nm0000720,nm0698493,tt0095705,5
nm0156484,nm0876603,tt0095706,3
nm0044156,nm0225921,tt0095718,3
nm0697961,nm0957137,tt0095734,3
nm0119653,nm0803112,tt0095831,3
nm0380822,nm0859766,tt0095864,3
nm0156484,nm0156955,tt0095865,3
nm0151068,nm0938944,tt0095865,3
nm0002094,nm0316284,tt0095866,3
nm0121467,nm0690532,tt0095933,3
nm0451148,nm0451257,tt0095936,3
nm0403826,nm0451148,tt0095936,3
nm0403826,nm0451257,tt0095936,3
nm0151068,nm0910979,tt0095938,3
nm0000809,nm0867374,tt0095943,3
nm0276466,nm0767110,tt0095943,3
nm0276466,nm0867374,tt0095943,5
nm0002167,nm0785258,tt0095948,3
nm0007106,nm0438463,tt0095955,4
nm0525475,nm0945189,tt0096090,4
nm0156955,nm0876603,tt0096103,3
nm0165906,nm0379391,tt0096114,5
nm0044156,nm0302080,tt0096130,3
nm0052630,nm0434318,tt0096139,3
nm0778633,nm0873385,tt0096160,3
nm0658523,nm0804157,tt0096184,3
nm0667887,nm0792966,tt0096198,3
nm0160900,nm0510903,tt0096222,6
nm0156467,nm0628806,tt0096222,3
nm0160900,nm0628806,tt0096222,6
nm0156484,nm0945189,tt0096236,4
nm0156484,nm0628806,tt0096236,3
nm0948137,nm0950759,tt0096236,4
nm0438463,nm0659238,tt0096252,3
nm0013828,nm0151013,tt0096284,6
nm0460569,nm0462572,tt0096303,3
nm0000216,nm0718645,tt0096320,3
nm0204030,nm0651758,tt0096320,5
nm0233336,nm0709236,tt0096326,3
nm0127882,nm0709236,tt0096326,3
nm0127882,nm0233336,tt0096326,4
nm0154055,nm0703228,tt0096386,3
nm0007181,nm0451600,tt0096390,3
nm0248364,nm0305869,tt0096406,3
nm0025630,nm0149822,tt0096415,3
nm0052630,nm0149822,tt0096415,3
nm0000461,nm0006860,tt0096425,3
nm0284559,nm0492309,tt0096457,6
nm0311508,nm0490489,tt0096461,7
nm0864769,nm0945189,tt0096468,3
nm0219971,nm0700869,tt0096477,4
nm0151155,nm0156434,tt0096479,3
nm0000662,nm0001617,tt0096487,3
nm0538328,nm0538332,tt0096490,5
nm0538328,nm0803314,tt0096490,4
nm0000334,nm0874684,tt0096493,3
nm0094286,nm0664243,tt0096496,3
nm0442983,nm0490622,tt0096506,4
nm0001472,nm0535320,tt0096507,7
nm0158605,nm0490489,tt0096512,3
nm0158605,nm0939147,tt0096512,4
nm0150894,nm0594226,tt0096513,3
nm0161275,nm0938944,tt0096513,3
nm0064530,nm0486599,tt0096516,3
nm0772381,nm0818204,tt0096735,3
nm0720286,nm0829519,tt0096757,3
nm0395121,nm0909145,tt0096763,3
nm0620609,nm0939209,tt0096811,4
nm0001000,nm0003501,tt0096843,4
nm0001000,nm0395121,tt0096843,5
nm0158967,nm0308042,tt0096878,4
nm0504897,nm0943150,tt0096908,3
nm0150844,nm0943150,tt0096908,3
nm0304709,nm0396284,tt0096908,3
nm0160883,nm0304709,tt0096908,3
nm0004412,nm0558533,tt0096928,3
nm0411757,nm0955270,tt0096960,7
nm0637434,nm0665234,tt0097000,4
nm0671231,nm0904901,tt0097035,4
nm0778633,nm0778639,tt0097051,4
nm0161275,nm0482714,tt0097060,3
nm0258531,nm0295243,tt0097099,3
nm0617609,nm0937480,tt0097131,3
nm0089502,nm0919256,tt0097176,4
nm0389109,nm0508085,tt0097204,3
nm0000490,nm0001115,tt0097216,3
nm0757081,nm0945655,tt0097226,3
nm0000600,nm0706898,tt0097260,4
nm0157971,nm0490489,tt0097320,6
nm0381858,nm0939147,tt0097337,4
nm0159445,nm0161275,tt0097345,3
nm0151155,nm0793008,tt0097348,4
nm0001697,nm0004488,tt0097377,3
nm0155587,nm0938944,tt0097394,4
nm0006249,nm0212541,tt0097409,3
nm0368057,nm0648457,tt0097444,3
nm0150850,nm0490620,tt0097463,3
nm0490620,nm0939147,tt0097463,3
nm0149822,nm0576494,tt0097466,3
nm0000110,nm0000636,tt0097499,4
nm0375093,nm0644430,tt0097511,3
nm0150894,nm0874676,tt0097537,4
nm0700869,nm0796503,tt0097563,3
nm0000561,nm0922301,tt0097587,3
nm0200922,nm0468540,tt0097627,3
nm0468540,nm0734263,tt0097627,3
nm0192432,nm0468540,tt0097627,3
nm0003108,nm0468540,tt0097627,3
nm0200922,nm0734263,tt0097627,3
nm0192432,nm0200922,tt0097627,3
nm0003108,nm0200922,tt0097627,3
nm0192432,nm0734263,tt0097627,3
nm0003108,nm0734263,tt0097627,3
nm0003108,nm0192432,tt0097627,3
nm0350673,nm0610904,tt0097660,3
nm0053022,nm0054007,tt0097683,3
nm0401695,nm0672437,tt0097712,3
nm0433520,nm0671231,tt0097728,3
nm0433520,nm0885417,tt0097728,3
nm0442454,nm0885417,tt0097728,3
nm0000154,nm0000582,tt0097733,3
nm0000418,nm0000582,tt0097733,4
nm0000582,nm0001149,tt0097733,3
nm0000582,nm0000948,tt0097733,3
nm0157785,nm0159435,tt0097744,3
nm0504973,nm0628757,tt0097745,4
nm0490541,nm0628757,tt0097745,4
nm0490541,nm0504973,tt0097745,4
nm0151155,nm0504973,tt0097745,3
nm0254645,nm0744429,tt0097758,6
nm0158779,nm0159507,tt0097761,3
nm0158779,nm0311508,tt0097761,3
nm0159507,nm0311508,tt0097761,9
nm0636977,nm0636979,tt0097773,3
nm0001472,nm0007139,tt0097775,5
nm0007139,nm0490622,tt0097775,3
nm0304708,nm0906402,tt0097776,3
nm0000237,nm0002132,tt0097778,3
nm0006763,nm0219971,tt0097813,5
nm0000929,nm0911486,tt0097815,3
nm0007746,nm0759368,tt0097841,5
nm0007746,nm0599291,tt0097841,3
nm0176197,nm0563473,tt0097841,3
nm0001392,nm0909638,tt0097858,4
nm0158605,nm0950604,tt0097867,3
nm0677758,nm0686375,tt0097870,3
nm0024580,nm0677758,tt0097870,3
nm0071179,nm0342099,tt0097870,3
nm0677758,nm0750048,tt0097870,13
nm0409079,nm0918233,tt0097898,3
nm0486689,nm0686869,tt0097905,3
nm0000386,nm0002041,tt0097910,5
nm0438071,nm0945189,tt0097923,3
nm0000358,nm0006487,tt0097937,3
nm0002290,nm0833298,tt0097991,3
nm0000169,nm0001112,tt0098051,3
nm0482714,nm0874676,tt0098056,3
nm0412873,nm0865573,tt0098095,6
nm0155593,nm0156434,tt0098149,3
nm0003612,nm0156434,tt0098149,4
nm0482714,nm0594226,tt0098150,4
nm0006763,nm0445474,tt0098168,3
nm0007131,nm0445474,tt0098168,3
nm0490489,nm0950728,tt0098186,3
nm0161275,nm0950728,tt0098186,3
nm0001528,nm0567680,tt0098209,3
nm0793008,nm0939147,tt0098217,3
nm0407959,nm0451867,tt0098242,3
nm0637050,nm0869740,tt0098245,3
nm0155587,nm0875275,tt0098250,3
nm0155587,nm0538332,tt0098250,4
nm0155587,nm0803314,tt0098250,6
nm0538332,nm0875275,tt0098250,4
nm0803314,nm0875275,tt0098250,3
nm0671855,nm0796477,tt0098257,4
nm0476065,nm0906997,tt0098282,3
nm0524516,nm0650024,tt0098294,4
nm0076914,nm0650024,tt0098294,4
nm0650024,nm0664760,tt0098294,3
nm0404138,nm0490541,tt0098298,3
nm0157799,nm0477269,tt0098312,8
nm0482714,nm0939147,tt0098313,4
nm0939251,nm0945189,tt0098315,3
nm0296779,nm0445319,tt0098354,3
nm0111369,nm0532536,tt0098424,3
nm0156557,nm0170504,tt0098500,6
nm0001579,nm0950001,tt0098513,4
nm0040939,nm0733886,tt0098552,3
nm0000346,nm0000455,tt0098554,3
nm0181924,nm0851724,tt0098596,3
nm0001000,nm0909145,tt0098648,4
nm0569210,nm0663490,tt0098678,3
nm0155624,nm0793812,tt0098679,4
nm0504945,nm0793812,tt0098679,5
nm0155624,nm0504945,tt0098679,6
nm0156484,nm0161275,tt0098680,3
nm0628806,nm0864775,tt0098694,5
nm0150973,nm0945189,tt0098707,3
nm0477035,nm0939147,tt0098708,4
nm0504973,nm0939147,tt0098711,3
nm0150862,nm0939147,tt0098719,4
nm0000821,nm0002172,tt0098999,3
nm0534665,nm0866014,tt0099053,3
nm0224765,nm0865573,tt0099061,6
nm0224765,nm0412873,tt0099061,5
nm0406534,nm0586482,tt0099075,4
nm0434318,nm0782766,tt0099081,3
nm0220724,nm0251893,tt0099083,5
nm0356875,nm0866918,tt0099089,3
nm0059395,nm0451440,tt0099101,3
nm0496694,nm0554929,tt0099107,3
nm0087279,nm0554929,tt0099107,3
nm0073043,nm0158323,tt0099118,7
nm0157759,nm0482580,tt0099124,3
nm0157759,nm0943138,tt0099124,3
nm0498064,nm0620609,tt0099131,4
nm0117429,nm0638324,tt0099142,3
nm0167396,nm0377253,tt0099151,3
nm0175145,nm0766578,tt0099178,5
nm0001000,nm0798827,tt0099192,3
nm0150906,nm0498429,tt0099248,3
nm0955270,nm0992732,tt0099281,5
nm0411757,nm0992732,tt0099281,3
nm0070380,nm0694843,tt0099293,3
nm0694843,nm0767586,tt0099293,3
nm0203944,nm0301330,tt0099320,3
nm0259915,nm0383148,tt0099324,6
nm0155593,nm0481717,tt0099331,3
nm0508495,nm0793003,tt0099338,3
nm0508495,nm0910957,tt0099338,3
nm0793003,nm0910957,tt0099338,3
nm0201304,nm0930806,tt0099355,3
nm0000129,nm0001801,tt0099371,4
nm0284533,nm0387322,tt0099378,3
nm0155599,nm0504973,tt0099424,3
nm0156484,nm0504897,tt0099426,4
nm0498429,nm0504897,tt0099426,3
nm0498429,nm0945189,tt0099426,3
nm0409791,nm0442396,tt0099429,3
nm0442396,nm0659238,tt0099429,4
nm0442396,nm0661494,tt0099429,6
nm0659238,nm0661494,tt0099429,3
nm0150057,nm0307848,tt0099446,3
nm0438071,nm0795225,tt0099452,4
nm0001016,nm0379391,tt0099474,3
nm0049121,nm0439586,tt0099479,3
nm0024310,nm0049121,tt0099479,3
nm0049121,nm0375561,tt0099479,3
nm0024310,nm0439586,tt0099479,3
nm0375561,nm0439586,tt0099479,3
nm0024310,nm0375561,tt0099479,3
nm0008206,nm0258168,tt0099492,3
nm0019841,nm0702541,tt0099583,3
nm0019841,nm0019842,tt0099583,4
nm0156484,nm0950728,tt0099629,3
nm0874676,nm0950728,tt0099629,4
nm0461918,nm0950728,tt0099629,3
nm0219971,nm0795651,tt0099652,3
nm0764316,nm0795651,tt0099652,3
nm0219971,nm0764316,tt0099652,3
nm0700869,nm0764316,tt0099652,3
nm0003989,nm0159835,tt0099764,3
nm0020653,nm0516360,tt0099768,3
nm0407477,nm0463521,tt0099791,3
nm0552086,nm0717212,tt0099800,4
nm0399737,nm0717212,tt0099800,3
nm0399737,nm0552086,tt0099800,3
nm0116830,nm0663409,tt0099805,3
nm0504899,nm0950699,tt0099809,3
nm0002007,nm0829329,tt0099810,3
nm0246150,nm0311059,tt0099862,3
nm0097180,nm0311059,tt0099862,3
nm0016044,nm0246150,tt0099862,3
nm0016044,nm0097180,tt0099862,3
nm0315767,nm0547852,tt0099865,3
nm0007106,nm0332871,tt0099869,6
nm0150796,nm0490605,tt0099881,3
nm0514936,nm0955443,tt0099902,3
nm0004109,nm0159159,tt0099916,3
nm0401176,nm0943150,tt0099927,3
nm0000686,nm0001206,tt0099939,3
nm0000686,nm0820669,tt0099939,3
nm0072913,nm0094217,tt0100009,3
nm0159507,nm0497758,tt0100047,7
nm0415777,nm0497097,tt0100047,3
nm0265305,nm0497097,tt0100047,6
nm0524108,nm0720000,tt0100049,3
nm0149216,nm0161247,tt0100081,8
nm0566506,nm0666382,tt0100084,3
nm0001177,nm0001775,tt0100142,3
nm0104335,nm0274905,tt0100152,9
nm0461918,nm0497097,tt0100165,3
nm0793008,nm0943138,tt0100165,5
nm0408045,nm0766211,tt0100221,4
nm0450661,nm0863503,tt0100250,3
nm0523000,nm0833298,tt0100266,3
nm0000606,nm0002010,tt0100303,3
nm0000606,nm0688585,tt0100303,3
nm0040910,nm0949069,tt0100311,5
nm0482642,nm0497097,tt0100344,3
nm0018735,nm0438989,tt0100419,5
nm0155291,nm0160865,tt0100443,3
nm0155599,nm0284533,tt0100444,4
nm0000195,nm0291442,tt0100449,3
nm0618291,nm0900915,tt0100516,3
nm0451867,nm0952465,tt0100521,3
nm0482614,nm0504945,tt0100545,3
nm0311508,nm0477035,tt0100598,12
nm0793731,nm0955270,tt0100601,3
nm0155642,nm0156484,tt0100625,4
nm0163990,nm0720286,tt0100632,3
nm0242949,nm0664513,tt0100645,3
nm0569100,nm0691061,tt0100663,4
nm0201695,nm0676248,tt0100672,3
nm0038522,nm0073053,tt0100683,3
nm0038522,nm0207401,tt0100683,3
nm0547852,nm0748207,tt0100686,3
nm0038522,nm0748207,tt0100686,5
nm0038522,nm0547852,tt0100686,3
nm0247653,nm0481990,tt0100758,3
nm0769249,nm0769250,tt0100762,4
nm0628806,nm0950728,tt0100777,4
nm0311508,nm0939147,tt0100779,3
nm0024580,nm0578633,tt0100835,3
nm0578633,nm0865573,tt0100835,3
nm0412873,nm0578633,tt0100835,3
nm0224765,nm0578633,tt0100835,3
nm0542075,nm0865573,tt0100835,4
nm0412873,nm0542075,tt0100835,3
nm0224765,nm0542075,tt0100835,4
nm0276466,nm0305368,tt0100840,3
nm0001325,nm0121559,tt0100842,3
nm0455797,nm0463740,tt0100895,5
nm0156448,nm0156871,tt0100901,3
nm0158323,nm0638308,tt0100938,3
nm0158323,nm0352157,tt0100938,3
nm0158323,nm0894787,tt0100938,6
nm0482714,nm0938944,tt0100961,3
nm0150965,nm0943138,tt0100962,3
nm0159507,nm0628806,tt0100963,15
nm0150906,nm0159507,tt0100963,4
nm0150906,nm0628806,tt0100963,3
nm0150906,nm0150977,tt0100963,5
nm0155599,nm0945189,tt0100969,3
nm0155599,nm0482595,tt0100969,3
nm0467601,nm0482963,tt0100971,3
nm0007139,nm0156484,tt0100973,6
nm0155642,nm0498064,tt0100973,3
nm0007139,nm0155642,tt0100973,5
nm0007139,nm0498064,tt0100973,3
nm0155291,nm0284533,tt0100976,3
nm0482714,nm0793008,tt0100983,4
nm0151155,nm0490489,tt0100984,4
nm0620609,nm0910729,tt0100992,4
nm0490489,nm0620609,tt0100995,3
nm0000041,nm0393094,tt0100998,3
nm0849257,nm0945189,tt0101002,3
nm0939147,nm0939351,tt0101011,3
nm0151005,nm0155587,tt0101015,3
nm0690532,nm1000380,tt0101028,3
nm0006763,nm0315912,tt0101244,3
nm0553937,nm0871456,tt0101323,3
nm0134591,nm0479745,tt0101372,4
nm0584489,nm0655230,tt0101389,3
nm0569100,nm0676248,tt0101399,4
nm0094726,nm0681566,tt0101428,3
nm0156557,nm0463674,tt0101439,7
nm0176979,nm0301330,tt0101475,3
nm0514998,nm0803314,tt0101490,5
nm0690952,nm0803314,tt0101490,5
nm0514998,nm0690952,tt0101490,4
nm0514998,nm0538332,tt0101490,3
nm0155587,nm0690952,tt0101490,5
nm0155587,nm0157343,tt0101490,3
nm0538332,nm0690952,tt0101490,4
nm0092267,nm0092268,tt0101492,6
nm0296144,nm0356342,tt0101526,3
nm0156484,nm0504899,tt0101535,3
nm0360815,nm0847956,tt0101538,3
nm0199939,nm0400177,tt0101541,3
nm0000345,nm0304665,tt0101587,5
nm0000345,nm0541632,tt0101587,5
nm0442207,nm0765910,tt0101591,3
nm0223522,nm0332871,tt0101616,8
nm0332871,nm0415514,tt0101616,4
nm0332871,nm0434318,tt0101616,9
nm0223522,nm0415514,tt0101616,5
nm0223522,nm0434318,tt0101616,8
nm0415514,nm0434318,tt0101616,4
nm0059698,nm0865571,tt0101620,3
nm0041229,nm0943150,tt0101642,3
nm0398801,nm0943138,tt0101643,3
nm0161275,nm0628806,tt0101647,3
nm0628806,nm0874683,tt0101647,3
nm0711745,nm0841552,tt0101649,4
nm0000466,nm0684500,tt0101700,3
nm0080327,nm0451148,tt0101733,3
nm0080327,nm0451600,tt0101733,3
nm0080315,nm0080327,tt0101733,5
nm0772851,nm0816297,tt0101743,3
nm0490489,nm0504897,tt0101756,3
nm0793008,nm0946875,tt0101756,3
nm0159507,nm0939147,tt0101763,8
nm0159507,nm0477035,tt0101763,5
nm0628806,nm0939147,tt0101763,8
nm0477035,nm0628806,tt0101763,4
nm0157971,nm0628806,tt0101780,3
nm0157971,nm0311508,tt0101780,3
nm0002989,nm0693447,tt0101845,3
nm0612730,nm0693447,tt0101845,3
nm0151005,nm0482580,tt0101864,4
nm0150807,nm0482580,tt0101864,3
nm0223738,nm0496459,tt0101909,3
nm0081540,nm0952911,tt0101920,4
nm0766281,nm0837533,tt0101929,6
nm0040125,nm0200226,tt0101946,3
nm0004570,nm0310173,tt0101992,3
nm0504897,nm0874676,tt0101999,5
nm0001569,nm0860151,tt0102045,5
nm0635760,nm0860151,tt0102045,4
nm0000513,nm0000519,tt0102048,3
nm0156557,nm0399074,tt0102055,4
nm0000720,nm0000978,tt0102059,3
nm0041248,nm0504899,tt0102068,3
nm0150906,nm0504899,tt0102068,3
nm0001602,nm0398271,tt0102076,3
nm0150991,nm0490541,tt0102079,3
nm0150977,nm0155593,tt0102155,3
nm0170504,nm0463674,tt0102183,6
nm0097977,nm0363752,tt0102209,3
nm0008124,nm0252847,tt0102223,3
nm0511277,nm0664582,tt0102237,4
nm0443502,nm0582543,tt0102240,3
nm0083560,nm0443502,tt0102240,3
nm0443502,nm0647690,tt0102240,3
nm0083560,nm0582543,tt0102240,3
nm0582543,nm0647690,tt0102240,3
nm0083560,nm0647690,tt0102240,3
nm0409790,nm0451600,tt0102258,3
nm0007181,nm0409790,tt0102258,3
nm0409790,nm0713592,tt0102258,3
nm0463674,nm0530865,tt0102264,3
nm0066223,nm0477035,tt0102386,3
nm0066223,nm0311508,tt0102386,4
nm0154248,nm0620609,tt0102434,3
nm0156484,nm0939351,tt0102448,3
nm0000367,nm0491671,tt0102465,3
nm0140196,nm0651148,tt0102478,3
nm0619185,nm0945282,tt0102488,3
nm0071970,nm0750344,tt0102500,3
nm0212921,nm0325402,tt0102512,3
nm0219971,nm0659238,tt0102513,3
nm0837808,nm0838499,tt0102519,3
nm0006664,nm0841232,tt0102571,3
nm0006763,nm0007113,tt0102636,5
nm0464383,nm0669813,tt0102684,4
nm0464383,nm0762790,tt0102684,3
nm0650024,nm0677758,tt0102693,6
nm0650024,nm0750048,tt0102693,5
nm0524516,nm0750048,tt0102693,4
nm0002178,nm0480207,tt0102697,3
nm0744985,nm0768908,tt0102765,4
nm0612671,nm0933310,tt0102793,3
nm0414910,nm0933310,tt0102793,5
nm0612671,nm0878973,tt0102793,3
nm0305864,nm0406528,tt0102799,7
nm0002396,nm0835144,tt0102804,3
nm0002396,nm0413459,tt0102804,8
nm0413459,nm0835144,tt0102804,4
nm0350957,nm0700206,tt0102830,3
nm0305864,nm0700206,tt0102830,3
nm0406528,nm0700206,tt0102830,3
nm0649875,nm0700206,tt0102830,4
nm0305864,nm0350957,tt0102830,5
nm0350957,nm0406528,tt0102830,6
nm0350957,nm0649875,tt0102830,6
nm0305864,nm0649875,tt0102830,5
nm0406528,nm0649875,tt0102830,6
nm0006795,nm0451168,tt0102835,6
nm0474774,nm0802692,tt0102846,4
nm0049326,nm0837744,tt0102851,3
nm0116091,nm0508293,tt0102869,3
nm0116091,nm0658836,tt0102869,3
nm0508293,nm0658836,tt0102869,3
nm0151066,nm0874676,tt0102886,4
nm0151066,nm0156871,tt0102886,4
nm0155593,nm0504899,tt0102903,3
nm0498429,nm0504899,tt0102903,3
nm0150977,nm0504899,tt0102903,3
nm0482580,nm0628877,tt0102906,3
nm0014558,nm0847109,tt0102907,5
nm0497097,nm0945189,tt0102922,5
nm0910729,nm0945189,tt0102922,5
nm0156484,nm0844036,tt0102932,3
nm0625482,nm0834883,tt0103006,5
nm0001325,nm0233027,tt0103010,5
nm0159507,nm0938944,tt0103045,3
nm0150906,nm0938944,tt0103045,4
nm0526695,nm0793008,tt0103084,3
nm0504945,nm0628806,tt0103094,3
nm0023929,nm0056514,tt0103116,3
nm0301515,nm0952498,tt0103150,3
nm0067169,nm0126878,tt0103155,3
nm0717550,nm0903456,tt0103161,3
nm0538328,nm0875275,tt0103162,3
nm0432040,nm0519969,tt0103168,3
nm0253216,nm0351029,tt0103186,3
nm0253216,nm0575523,tt0103186,3
nm0707691,nm0724604,tt0103204,3
nm0455797,nm0797659,tt0103228,3
nm0455797,nm0896801,tt0103228,4
nm0797659,nm0896801,tt0103228,3
nm0463740,nm0896801,tt0103228,4
nm0007139,nm0849283,tt0103285,3
nm0504897,nm0950728,tt0103291,4
nm0013828,nm0490489,tt0103292,3
nm0013828,nm0628806,tt0103292,3
nm0001472,nm0150909,tt0103295,3
nm0156434,nm0628806,tt0103314,3
nm0805189,nm0939378,tt0103596,3
nm0497097,nm0938893,tt0103743,3
nm0938893,nm0946875,tt0103743,5
nm0490634,nm0938893,tt0103743,5
nm0265305,nm0938893,tt0103743,3
nm0497097,nm0946875,tt0103743,4
nm0490634,nm0497097,tt0103743,3
nm0444334,nm0497097,tt0103743,3
nm0490634,nm0946875,tt0103743,5
nm0265305,nm0490634,tt0103743,3
nm0265305,nm0444334,tt0103743,3
nm0247574,nm0933310,tt0103825,3
nm0295032,nm0933310,tt0103825,3
nm0002622,nm0933310,tt0103825,4
nm0247574,nm0295032,tt0103825,4
nm0002622,nm0247574,tt0103825,4
nm0002622,nm0295032,tt0103825,4
nm0081540,nm0458001,tt0103879,3
nm0399074,nm0939209,tt0103890,4
nm0156557,nm0939209,tt0103890,3
nm0001444,nm0917802,tt0103907,3
nm0483924,nm0917802,tt0103907,3
nm0001108,nm0697935,tt0103933,3
nm0158857,nm0497642,tt0103935,3
nm0449407,nm0848017,tt0103937,3
nm0684596,nm0890495,tt0103969,3
nm0155165,nm0874676,tt0104071,3
nm0080432,nm0474774,tt0104072,5
nm0133426,nm0884581,tt0104091,3
nm0023929,nm0051649,tt0104115,3
nm0628806,nm0946875,tt0104245,3
nm0849290,nm0945189,tt0104319,3
nm0477209,nm0490489,tt0104322,4
nm0066223,nm0490489,tt0104322,3
nm0477035,nm0481681,tt0104322,4
nm0590840,nm0645549,tt0104352,3
nm0645549,nm0648457,tt0104352,4
nm0004433,nm0451600,tt0104404,3
nm0000164,nm0412465,tt0104454,3
nm0000164,nm0695609,tt0104454,3
nm0463674,nm0497758,tt0104459,10
nm0525738,nm0886306,tt0104476,3
nm0000940,nm0133561,tt0104545,3
nm0159507,nm0463674,tt0104553,7
nm0000329,nm0867262,tt0104558,3
nm0000329,nm0530853,tt0104558,3
nm0530853,nm0849282,tt0104558,4
nm0370627,nm0762965,tt0104559,3
nm0150977,nm0477035,tt0104560,4
nm0031080,nm0249892,tt0104579,4
nm0883161,nm0901333,tt0104592,4
nm0450988,nm0821809,tt0104594,3
nm0334882,nm0836949,tt0104662,3
nm0284011,nm0945189,tt0104755,4
nm0354780,nm0511807,tt0104761,3
nm0149222,nm0939147,tt0104770,3
nm0000490,nm0005148,tt0104797,3
nm0545690,nm0893872,tt0104798,3
nm0156434,nm0938893,tt0104807,3
nm0407959,nm0999532,tt0104853,3
nm0407959,nm0863620,tt0104853,5
nm0863620,nm0999532,tt0104853,3
nm0149822,nm0159159,tt0104854,3
nm0000389,nm0109359,tt0104868,3
nm0409092,nm0463805,tt0104962,4
nm0879318,nm0925276,tt0104990,3
nm0006795,nm0080432,tt0105007,3
nm0156484,nm0939147,tt0105031,5
nm0530365,nm0688544,tt0105132,3
nm0511277,nm0668640,tt0105185,4
nm0007746,nm0128052,tt0105188,3
nm0477209,nm0628806,tt0105195,4
nm0000233,nm0000812,tt0105236,3
nm0621937,nm0841552,tt0105271,3
nm0621937,nm0711745,tt0105271,3
nm0427176,nm0427732,tt0105296,3
nm0002396,nm0413470,tt0105310,3
nm0789966,nm0864775,tt0105385,5
nm0063357,nm0332871,tt0105394,4
nm0063357,nm0223522,tt0105394,5
nm0421084,nm0662678,tt0105466,5
nm0149216,nm0442983,tt0105496,6
nm0004109,nm0149822,tt0105515,3
nm0149822,nm0318622,tt0105515,3
nm0087593,nm0580725,tt0105530,3
nm0560927,nm0580725,tt0105530,4
nm0087593,nm0560927,tt0105530,3
nm0462029,nm0837533,tt0105532,3
nm0462029,nm0766281,tt0105532,3
nm0477209,nm0939147,tt0105533,3
nm0753912,nm0772381,tt0105565,3
nm0001188,nm0258286,tt0105577,3
nm0000487,nm0485950,tt0105652,3
nm0485950,nm0770005,tt0105652,3
nm0000487,nm0770005,tt0105652,4
nm0687739,nm0895509,tt0105654,3
nm0007139,nm0848826,tt0105655,5
nm0155642,nm0848826,tt0105655,3
nm0158605,nm0950954,tt0105694,3
nm0211565,nm0894787,tt0105717,3
nm0092789,nm0292291,tt0105717,3
nm0292291,nm0646179,tt0105717,3
nm0434958,nm0463740,tt0105777,3
nm0000655,nm0825790,tt0105789,3
nm0007139,nm0161275,tt0105839,4
nm0161275,nm0848826,tt0105839,4
nm0620609,nm0945189,tt0105851,3
nm0530865,nm0874676,tt0105864,3
nm0461918,nm0530865,tt0105864,3
nm0215856,nm0438071,tt0105881,3
nm0001650,nm0180984,tt0105885,3
nm0044796,nm0223522,tt0106204,3
nm0346277,nm0407067,tt0106215,3
nm0103196,nm0278735,tt0106258,4
nm0156905,nm0160925,tt0106268,4
nm0156905,nm0628770,tt0106268,3
nm0451321,nm0796503,tt0106333,5
nm0080327,nm0796503,tt0106333,3
nm0496459,nm0768334,tt0106334,3
nm0002000,nm0950553,tt0106342,3
nm0047290,nm0692415,tt0106359,4
nm0075003,nm0252473,tt0106476,3
nm0252473,nm0489858,tt0106476,3
nm0252473,nm0387141,tt0106476,3
nm0252473,nm0803711,tt0106476,3
nm0252473,nm0883908,tt0106476,3
nm0075003,nm0489858,tt0106476,3
nm0075003,nm0387141,tt0106476,3
nm0075003,nm0803711,tt0106476,3
nm0075003,nm0883908,tt0106476,3
nm0387141,nm0489858,tt0106476,3
nm0489858,nm0803711,tt0106476,3
nm0489858,nm0883908,tt0106476,3
nm0387141,nm0803711,tt0106476,3
nm0387141,nm0883908,tt0106476,3
nm0000361,nm0462895,tt0106519,3
nm0155642,nm0789966,tt0106538,3
nm0155562,nm0939147,tt0106545,3
nm0939147,nm0945189,tt0106545,4
nm0864775,nm0946883,tt0106552,4
nm0007139,nm0158414,tt0106559,4
nm0220016,nm0759270,tt0106573,3
nm0325271,nm0842476,tt0106611,3
nm0527494,nm0760000,tt0106710,3
nm0938893,nm0950552,tt0106714,3
nm0432614,nm0432623,tt0106775,4
nm0151066,nm0504897,tt0106898,3
nm0156871,nm0504897,tt0106898,4
nm0150916,nm0504899,tt0106898,3
nm0001472,nm0477035,tt0106936,4
nm0001472,nm0150977,tt0106936,3
nm0477035,nm0535320,tt0106936,3
nm0150977,nm0311508,tt0106936,3
nm0150977,nm0535320,tt0106936,3
nm0725284,nm0907929,tt0106965,3
nm0120494,nm0413459,tt0106970,3
nm0387683,nm0822236,tt0107019,3
nm0150796,nm0848355,tt0107053,3
nm0950707,nm0997343,tt0107056,3
nm0157799,nm0490513,tt0107102,4
nm0497758,nm0628806,tt0107160,3
nm0463674,nm0628806,tt0107160,4
nm0007139,nm0944578,tt0107162,3
nm0153463,nm0541421,tt0107190,5
nm0006487,nm0313623,tt0107207,3
nm0487008,nm0733056,tt0107210,3
nm0409092,nm0475610,tt0107404,3
nm0379391,nm0872864,tt0107430,3
nm0034880,nm0717012,tt0107527,6
nm0025389,nm0149822,tt0107543,4
nm0504899,nm0659388,tt0107544,3
nm0628770,nm0938893,tt0107572,3
nm0387322,nm0938893,tt0107572,3
nm0351911,nm0351993,tt0107623,3
nm0213983,nm0909770,tt0107654,4
nm0411872,nm0437526,tt0107664,3
nm0938893,nm0939202,tt0107713,3
nm0504899,nm0939147,tt0107806,6
