Id,category,Label,Nationality
nm0351876,writer,Sakari Haara,Inconnu
nm0467712,writer,Pentti Kotkaniemi,Inconnu
nm0477512,writer,Kari Kyrönseppä,Inconnu
nm0311169,actor,Virgilio Gazzolo,Inconnu
nm0171844,actor,Ernesto Colli,Inconnu
nm0801819,director,Vittorio Sindoni,Inconnu
nm0116438,writer,Aldo Bruno,Inconnu
nm0835383,writer,Bill Strutton,Inconnu
nm0287964,writer,Maurice Foster,Inconnu
nm0397329,writer,Hartley Howard,Inconnu
nm0143007,director,Guy Casaril,Inconnu
nm0765535,writer,Albertine Sarrazin,Inconnu
nm0490052,writer,Eddie Lateste,Inconnu
nm0249103,actor,Mark Eden,UK
nm0388913,writer,Herman Hoffman,Inconnu
nm0524521,writer,Rubens Francisco Luchetti,Inconnu
nm0755906,writer,Henri Safran,Inconnu
nm0200609,actor,Troy Dante,Inconnu
nm0717154,director,Alastair Reid,Inconnu
nm0160095,writer,Tina Chad Christian,Inconnu
nm0459771,writer,Michael Klinger,Inconnu
nm0733481,writer,Michael Robson,Inconnu
nm0033947,writer,Lars Ardelius,Inconnu
nm0945617,director,Kôsaku Yamashita,Inconnu
nm0457551,actor,Eizô Kitamura,Inconnu
nm0651487,writer,Norio Osada,Inconnu
nm0511029,writer,Luis Linares,Inconnu
nm0613292,writer,Joaquín Muntañola,Inconnu
nm0868998,actor,Stig Torstensson,Inconnu
nm0811108,actor,Lennart Snickars,Finland
nm0252493,actor,Stefan Ekman,Sweden
nm0959732,director,Gösta Ågren,Inconnu
nm0959735,writer,Leo Ågren,Inconnu
nm0867156,actor,Bob Tonelli,Inconnu
nm0147167,actor,Gianni Cavina,Inconnu
nm0686230,actor,Giulio Pizzirani,Inconnu
nm0002194,director,Pupi Avati,Inconnu
nm0182819,actor,Octavian Cotescu,Romania
nm0814433,actor,Corrado Sonni,Inconnu
nm0207968,writer,Alba De Cespedes,Inconnu
nm0854358,director,Frank Telford,Inconnu
nm0887875,writer,Alford Van Ronkel,Inconnu
nm0298483,writer,John P. Fulton,Inconnu
nm0803698,actor,Henning Sjöström,Sweden
nm0856984,actor,Björn Thambert,Inconnu
nm0420986,actor,Terry Jenkins,Inconnu
nm0198014,director,Massimo Dallamano,Inconnu
nm0489740,writer,Luis Laso,Inconnu
nm0615873,writer,Gianbattista Mussetto,Inconnu
nm0522590,actor,Ray Lovelock,Italy
nm0396430,writer,Stanley Hough,Inconnu
nm0098014,actor,Tom Bosley,Inconnu
nm0313113,director,Giorgio Gentili,Inconnu
nm0286121,writer,Jean-Claude Forest,Inconnu
nm0415488,actor,Sam Jaffe,USA
nm0265169,writer,William Barby Faherty,Inconnu
nm0304102,writer,Serge Gance,Inconnu
nm0876959,actor,Paolo Turco,Inconnu
nm0023022,writer,Antonio Altoviti,Inconnu
nm0996098,writer,Patrice Dard,Inconnu
nm0035067,actor,Cüneyt Arkin,Inconnu
nm0762517,writer,Hulki Saner,Inconnu
nm0156301,actor,Harry Chest,Inconnu
nm0597379,actor,Momo,Inconnu
nm0552128,director,Dan Martin,Inconnu
nm0787382,writer,Josef Shaftel,Inconnu
nm0530594,actor,Klaus Löwitsch,Germany
nm0373691,actor,Christof Hege,Inconnu
nm0467861,director,Theodor Kotulla,Inconnu
nm0727994,writer,Martin Ripkens,Inconnu
nm0826465,writer,Hans Stempel,Inconnu
nm0947304,writer,I. Fang Yeh,Inconnu
nm0266652,actor,Mei Sheng Fan,Inconnu
nm0157300,actor,Ying-Chieh Han,Inconnu
nm0231001,actor,Larry Dolgin,Inconnu
nm0024451,writer,Luigi Ambrosini,Inconnu
nm0821438,writer,Ben Stahl,Inconnu
nm0428086,actor,Freddie Jones,UK
nm0561250,director,Raf Mauro,Inconnu
nm0012286,writer,Ed Adlum,Inconnu
nm0063851,writer,Jack Bravman,Inconnu
nm0548010,actor,Howard Marion-Crawford,Inconnu
nm0169727,writer,Ronald M. Cohen,Inconnu
nm0554925,writer,Raúl Martínez Solares,Inconnu
nm0155532,actor,Adam Cheng,Inconnu
nm0932116,actor,Nicol Williamson,Inconnu
nm0000453,actor,Ian Holm,UK
nm0324995,director,Jack Gold,Inconnu
nm0015417,actor,Keisuke Akitsu,Inconnu
nm0473545,actor,Shuji Kubo,Inconnu
nm0620326,actor,Ari Nakao,Inconnu
nm0611446,director,Kan Mukai,Inconnu
nm0533626,actor,David Macklin,Inconnu
nm0446037,actor,Mike Kellin,Inconnu
nm0290940,writer,Gerold Frank,Inconnu
nm0616556,actor,Andrey Myagkov,Inconnu
nm0708524,actor,Ely Ramos Jr.,Inconnu
nm0599369,actor,Mario Montenegro,Philippines
nm0444822,actor,Oscar Keesee,Inconnu
nm0012204,actor,Luther Adler,USA
nm0080577,director,Adelchi Bianchi,Inconnu
nm0998781,writer,Antonio Romano,Inconnu
nm0997969,writer,Romano Scucciuglia,Inconnu
nm0330150,actor,Don Gordon,USA
nm0874450,writer,Alan Trustman,Inconnu
nm0279302,writer,Robert L. Fish,Inconnu
nm0445766,writer,Sheldon Keller,Inconnu
nm0548416,writer,Wallace Markfield,Inconnu
nm0881793,actor,Alexander Kekulé,Inconnu
nm0459426,director,Roland Klick,Inconnu
nm0742985,director,Willy Rozier,Inconnu
nm0182926,writer,Jean-Louis Cotte,Inconnu
nm0408895,actor,Rufino Inglés,Inconnu
nm0535394,actor,Jesús Maella,Spain
nm0180562,writer,Juan Corona,Inconnu
nm0709307,writer,Pedro Felipe Ramírez,Inconnu
nm0739398,writer,Federico Romero,Inconnu
nm0951647,actor,Rolf Zacher,Inconnu
nm0194986,actor,Ugo D'Alessio,Inconnu
nm0488672,writer,Larry,Inconnu
nm0887161,actor,Roger Van Hool,Inconnu
nm0073156,writer,Juliette Benzoni,Inconnu
nm0087403,actor,Renato Blandi,Inconnu
nm0216028,actor,Brunetto Del Vita,Inconnu
nm0198839,actor,Vitaliano Damioli,Inconnu
nm0595348,actor,Raffaele Modugno,Inconnu
nm0090477,director,Hynek Bocan,Inconnu
nm0408813,actor,Barrie Ingham,Inconnu
nm0338839,actor,Leon Greene,UK
nm0090050,actor,Peter Blythe,Inconnu
nm0114581,actor,Ron Brown,Inconnu
nm0751044,actor,Brian Russell,USA
nm0933606,actor,Jim Wilson,Inconnu
nm0817636,writer,Jack Speirs,Inconnu
nm0417824,actor,Leon Janney,Inconnu
nm0450797,writer,Daniel Keyes,Inconnu
nm0847698,actor,Osamu Takizawa,Inconnu
nm0609404,writer,Sôjirô Motoki,Inconnu
nm0912730,actor,Barth Warren,Inconnu
nm0525214,writer,Keith Luger,Inconnu
nm0154174,writer,Chris Chatterley,Inconnu
nm0503015,actor,Gustav Leonhardt,Netherlands
nm0144778,actor,Ernst Castelli,Inconnu
nm0401247,director,Danièle Huillet,Inconnu
nm0427756,actor,Christopher Jones,Inconnu
nm0591142,director,Allen H. Miner,Inconnu
nm0479082,actor,Enzo La Torre,Inconnu
nm0412871,writer,Renato Izzo,Inconnu
nm0496438,writer,Bruno Leder,Inconnu
nm0468204,actor,Oleg Kovachev,Bulgaria
nm0446374,actor,Emmett Kelly,Inconnu
nm0833545,actor,Burt Stratford,Inconnu
nm0114268,director,Mende Brown,Inconnu
nm0174584,actor,Leo Conforti,Bulgaria
nm0799478,actor,Bogomil Simeonov,Inconnu
nm0178389,actor,Stelvio Rosi,Inconnu
nm0702937,writer,Gaetano Quartararo,Inconnu
nm0037614,writer,Lorenzo Artale,Inconnu
nm0126000,actor,Caruth C. Byrd,USA
nm0173048,writer,Enrico Colombo,Inconnu
nm0304863,writer,Giuliana Garavaglia,Inconnu
nm0552202,writer,Don Martin,Inconnu
nm0447461,actor,Tom Kempinski,Inconnu
nm0486750,actor,Robert Langdon Lloyd,Inconnu
nm0843089,director,Peter Sykes,Inconnu
nm0828126,writer,Max Steuer,Inconnu
nm0639521,actor,Donald O'Brien,Inconnu
nm0207088,writer,Pompeo De Angelis,Inconnu
nm0706537,actor,Per Ragnar,Inconnu
nm0512537,actor,Åke Lindström,Inconnu
nm0105557,writer,Bengt Bratt,Inconnu
nm0000380,actor,Robert Duvall,USA
nm0000265,director,Robert Altman,Inconnu
nm0541662,writer,Loring Mandel,Inconnu
nm0500837,director,Joseph Lejtes,Inconnu
nm0004766,writer,Steven Bochco,Inconnu
nm0166027,writer,Harold Clements,Inconnu
nm0000713,writer,Joel Oliansky,Inconnu
nm0423644,director,Alex Joffé,Inconnu
nm0506423,writer,Gerry Levy,Inconnu
nm0354404,writer,Mervyn Haisman,Inconnu
nm0511110,writer,Henry Lincoln,Inconnu
nm0406661,writer,Carmen de Icaza,Inconnu
nm0704911,writer,Antonio Rabinad,Inconnu
nm0017266,writer,Mariana Alcoforado,Inconnu
nm0210181,actor,Octávio Matos,Portugal
nm0684623,writer,Armando Vieira Pinto,Inconnu
nm0535596,actor,Rod Mafry,Inconnu
nm0749587,writer,Francisco Ruiz Camps,Inconnu
nm0379833,writer,José Hernández Miguel,Inconnu
nm0060407,actor,Paul Bastek,Inconnu
nm0163816,actor,Dane Clark,USA
nm0619206,director,David Nagata,Inconnu
nm0450767,writer,Richard Key,Inconnu
nm0357264,actor,Mitsuo Hamada,Inconnu
nm0557927,director,Toshio Masuda,Inconnu
nm0297824,writer,Goro Fujita,Inconnu
nm0031890,actor,Yoshihiko Aoyama,Inconnu
nm0327104,actor,Ryûtarô Gomi,Inconnu
nm0948940,writer,Tetsurô Yoshida,Inconnu
nm0632495,actor,Hideki Ninomiya,Inconnu
nm0394658,actor,Shinji Hori,Inconnu
nm0357278,actor,Yûji Hamada,Inconnu
nm0555394,actor,Tarô Marui,Inconnu
nm0437176,actor,Takashi Kanda,Inconnu
nm0657251,actor,Jorge Palacios,Spain
nm0661060,actor,Luis Pardi,Venezuela
nm0577301,director,Víctor Mel González,Inconnu
nm0318448,director,David Giles,Inconnu
nm0517023,writer,C.D. Locock,Inconnu
nm0525557,actor,Olgierd Lukaszewicz,Inconnu
nm0117305,writer,Andrzej Brycht,Inconnu
nm0549220,writer,Derek Marlowe,Inconnu
nm0948666,writer,Andrew York,Inconnu
nm0214659,writer,Brian Degas,Inconnu
nm0321380,writer,Angela Giussani,Inconnu
nm0321383,writer,Luciana Giussani,Inconnu
nm0000987,actor,Jim Brown,USA
nm0818649,writer,Adrian Spies,Inconnu
nm0810335,writer,Wilbur Smith,Inconnu
nm0052944,actor,Jack Baran,Inconnu
nm0141281,actor,L.M. Kit Carson,Inconnu
nm0543709,actor,Lorenzo Mans,Inconnu
nm0564319,director,Jim McBride,Inconnu
nm0505913,actor,Mike Levine,Inconnu
nm0504342,actor,Robert Lesser,USA
nm0912766,writer,Charles Marquis Warren,Inconnu
nm0000967,actor,Eric Braeden,Germany
nm0790281,director,Jack Shea,Inconnu
nm0792996,actor,Vladek Sheybal,Poland
nm0346646,actor,Emilio Rodríguez,Inconnu
nm0181669,writer,Desmond Cory,Inconnu
nm0680737,actor,Robin Phillips,Inconnu
nm0365248,actor,Robert Harris,Inconnu
nm0783493,actor,Dean Selmier,Inconnu
nm0346359,director,Claudio Guerín,Inconnu
nm0197701,actor,Chuck Traynor,Inconnu
nm0854175,actor,Luis de Tejada,Inconnu
nm0637238,director,Franz Novotny,Inconnu
nm0682645,actor,Mike Pierre,Denmark
nm0632890,actor,Claus Nissen,Inconnu
nm0861636,writer,Roderick Thorp,Inconnu
nm0518579,actor,Ulli Lommel,Inconnu
nm0006739,actor,Marquard Bohm,Inconnu
nm0859766,director,Rudolf Thome,Inconnu
nm0336509,actor,Charles Gray,Inconnu
nm0923676,writer,Dennis Wheatley,Inconnu
nm0697785,actor,Andrew Prine,USA
nm0012096,writer,Robert H. Adleman,Inconnu
nm0910515,writer,George Walton,Inconnu
nm0001134,actor,Bob Denver,USA
nm0704423,actor,Ignacio Quirós,Spain
nm0301550,writer,Antonio Gala,Inconnu
nm0347512,writer,Horacio Guisado,Inconnu
nm0491701,actor,Gino Lavagetto,Inconnu
nm0417836,actor,Mario Jannilli,Inconnu
nm0076879,actor,Lionel Bernier,Inconnu
nm0284776,actor,Antoine Fontaine,Inconnu
nm0379678,actor,Rafael Hernández,Inconnu
nm0438477,actor,Kamal Kapoor,Inconnu
nm0442395,director,Mahesh Kaul,Inconnu
nm0856601,actor,Andreas Teuber,Inconnu
nm0159161,actor,Ram Chopra,Inconnu
nm0169065,director,Nevill Coghill,Inconnu
nm0349032,actor,Kenneth 'Kenta' Gustafsson,Sweden
nm0841126,actor,Gustav 'Stoffe' Svensson,Sweden
nm0418724,actor,Stefan Jarl,Sweden
nm0511951,director,Jan Lindqvist,Inconnu
nm0956577,actor,Mikhail Zimin,Russia]
nm0689802,writer,Georgi Polonsky,Inconnu
nm0761091,director,Nino Zanchin,Inconnu
nm0070414,actor,Poldo Bendandi,Inconnu
nm0502414,actor,Franco Leo,Inconnu
nm0257810,actor,Stig Engström,Inconnu
nm0814506,director,Susan Sontag,Inconnu
nm0131910,writer,Donald Cammell,Inconnu
nm0998837,writer,Harry Joe Brown Jr.,Inconnu
nm0081980,writer,S.H. Bihari,Inconnu
nm0624248,writer,Neeraj,Inconnu
nm0827656,writer,Christa Stern,Inconnu
nm0538318,writer,Fernando Majón,Inconnu
nm0698791,actor,Vladimír Pospísil,Inconnu
nm0300415,director,Bruno Gaburro,Inconnu
nm0334526,writer,Giacomo Gramegna,Inconnu
nm0466238,actor,György Korga,Inconnu
nm0350662,writer,Géza Gárdonyi,Inconnu
nm0625909,writer,István Nemeskürty,Inconnu
nm0221515,actor,Sergei Desnitsky,Inconnu
nm0635250,actor,Laimonas Noreika,Lithuania
nm0903545,actor,Gennadi Voropayev,USSR
nm0863767,director,Anton Timonishin,Inconnu
nm0621848,writer,Aleksandr Nasibov,Inconnu
nm0071027,actor,Omán de Bengala,Inconnu
nm0091475,actor,Jordi Bofill,Inconnu
nm0284057,writer,Josep Maria Folch i Torres,Inconnu
nm0617767,director,Márta Mészáros,Inconnu
nm0695889,actor,Franz Prell,Inconnu
nm0556106,actor,Mil Máscaras,Inconnu
nm0263191,writer,Roy Evans,Inconnu
nm0001866,actor,Bolo Yeung,Inconnu
nm0160715,actor,Michael B. Christy,Inconnu
nm0156512,director,Kuo-Hsiang Lin,Inconnu
nm0197006,director,Hannes Dahlberg,Inconnu
nm0135320,actor,Lino Capolicchio,Inconnu
nm0264967,director,Roberto Faenza,Inconnu
nm0178139,actor,Jeff Cooper,Inconnu
nm0319839,actor,Enrique Giménez 'El Cojo',Inconnu
nm0078827,writer,Alvah Bessie,Inconnu
nm0675502,actor,Luiz Sérgio Person,Brazil
nm0080474,director,Giuliano Biagetti,Inconnu
nm0544780,writer,Dacia Maraini,Inconnu
nm0549899,actor,Arnold Marquis,Inconnu
nm0304736,actor,Yehoram Gaon,Palestine [now Israel]
nm0467732,actor,Oded Kotler,Israel
nm0851780,writer,Eli Tavor,Inconnu
nm0896235,actor,Piero Vida,Inconnu
nm0289959,writer,Fernando Franchi,Inconnu
nm0549134,actor,John Marley,USA
nm0161150,actor,Chun Ku,Inconnu
nm0398801,actor,Chun-Hsiung Ko,Inconnu
nm0515554,actor,Oscar Ljung,Sweden
nm0443070,actor,Chi Lo,Inconnu
nm0523745,actor,Ping Lu,Inconnu
nm0438067,actor,Ming Kao,Inconnu
nm0247513,actor,Carlos East,Inconnu
nm0395782,actor,Charlie Horváth,Inconnu
nm0588699,actor,József Miller,Inconnu
nm0051365,actor,Lajos Balázsovits,Inconnu
nm0865381,actor,Todor Todorov,Bulgaria
nm0845235,director,Sándor Sára,Inconnu
nm0661343,actor,Mauro Parenti,Inconnu
nm0889445,director,Rafael Vara,Inconnu
nm0002078,actor,Frederic Forrest,USA
nm0651462,actor,Nick Orzel,Inconnu
nm0288958,director,Andy Milligan,Inconnu
nm0112054,writer,Gerald Jacuzzo,Inconnu
nm0922518,actor,Gordon Wescourt,Inconnu
nm0572800,actor,Duncan McLeod,Inconnu
nm0951639,writer,Richard Zachary,Inconnu
nm0290475,actor,Don Francks,Inconnu
nm0361971,writer,E.Y. Harburg,Inconnu
nm0756467,writer,Fred Saidy,Inconnu
nm0568546,director,Vincent McEveety,Inconnu
nm0166187,writer,Calvin Clements Sr.,Inconnu
nm0235964,actor,Terry Downes,Inconnu
nm0435728,writer,Pierre Kalfon,Inconnu
nm0538897,writer,Bernard Malamud,Inconnu
nm0193363,actor,Jackie Curtis,Inconnu
nm0102916,actor,Maurice Braddell,Inconnu
nm0820577,actor,Richard Towers,Inconnu
nm0281078,actor,Neil Flanagan,Inconnu
nm0715857,actor,Harry Reems,Inconnu
nm0560138,actor,Paul Matthews,Inconnu
nm0249286,actor,Earle Edgerton,Inconnu
nm0692504,actor,Paulo Porto,Brazil
nm0728082,writer,Luis Carlos Ripper,Inconnu
nm0276613,writer,Guilherme Figueiredo,Inconnu
nm0220562,writer,Albert Derr,Inconnu
nm0606560,actor,Glynne Morris,UK
nm0041932,director,Mark Rydell,Inconnu
nm0248133,writer,Günter Ebert,Inconnu
nm0925434,writer,Sanford White,Inconnu
nm0003707,writer,Jean-Jacques Rousseau,Inconnu
nm0436189,actor,Georgi Kaloyanchev,Bulgaria
nm0236255,actor,Nikolay Doychev,Bulgaria
nm0591075,actor,Miroslav Mindov,Bulgaria
nm0146960,director,Liliana Cavani,Inconnu
nm0847420,actor,Tôru Takatsuka,Inconnu
nm0183716,director,Michel Cournot,Inconnu
nm0837420,actor,Bunta Sugawara,Japan
nm0877937,actor,William Turner,Inconnu
nm0723420,actor,Eugene Rice,Inconnu
nm0866342,actor,Michael Tomack,Inconnu
nm0187454,writer,Francesco Crescimone,Inconnu
nm0911714,actor,Mark Ward,Inconnu
nm0490132,writer,Pat Latham,Inconnu
nm0162326,actor,Tano Cimarosa,Inconnu
nm0111185,actor,Giulio Brogi,Inconnu
nm0000918,actor,Helmut Berger,Austria
nm0691896,actor,Luca Della Porta,Inconnu
nm0267483,actor,Massimo Farinelli,Inconnu
nm0616184,actor,Roger Mutton,Inconnu
nm0682983,writer,André Pieyre de Mandiargues,Inconnu
nm0242089,writer,Ronald Duncan,Inconnu
nm0837971,actor,Bob Sullivan,Inconnu
nm0607869,writer,Gody Mortimer,Inconnu
nm0910131,actor,Ruedi Walter,Switzerland
nm0720738,actor,Ichirô Ryûzaki,Inconnu
nm0008383,actor,Toshi Amatsu,Japan
nm0508362,actor,Bruce Li,Inconnu
nm0359171,actor,Kwok-Choi Hon,Inconnu
nm0438071,actor,Phillip Ko,Inconnu
nm0509743,actor,Lieh Wei,Inconnu
nm0346640,director,Chih-Hung Kuei,Inconnu
nm0547722,writer,Ranko Marinkovic,Inconnu
nm0154170,actor,Tapan Chatterjee,British India
nm0051831,actor,Ajoy Banerjee,Inconnu
nm0713082,writer,Upendra Kishore Raychowdhuri,Inconnu
nm0245183,writer,Dominique Duvergé,Inconnu
nm0054571,actor,Daniel Bargielowski,Poland
nm0080772,writer,Andrzej Bianusz,Inconnu
nm0876998,actor,Michel Tureau,Inconnu
nm0427137,director,Pierre-Alain Jolivet,Inconnu
nm0239286,actor,Roland Dubillard,Inconnu
nm0672055,writer,Claude Penne,Inconnu
nm0760072,director,Salvatore Samperi,Inconnu
nm0613866,writer,Pier Luigi Murgia,Inconnu
nm0502643,writer,Hugh Leonard,Inconnu
nm0446129,director,Ray Kellogg,Inconnu
nm0601811,writer,Robin Moore,Inconnu
nm0912005,actor,Jonathan Warden,Inconnu
nm0000134,actor,Robert De Niro,USA
nm0334057,actor,Gerrit Graham,USA
nm0000361,director,Brian De Palma,Inconnu
nm0386451,writer,Charles Hirsch,Inconnu
nm0274005,writer,Ricardo Ferrer,Inconnu
nm0849367,actor,Jeff Tangen,Inconnu
nm0503043,writer,Guido Leoni,Inconnu
nm0056556,actor,Patrick Barr,Inconnu
nm0125111,director,Robert Butler,Inconnu
nm0024655,writer,Lockhart Amerman,Inconnu
nm0344065,writer,Herman Groves,Inconnu
nm0223867,writer,Raniero di Giovanbattista,Inconnu
nm0060378,writer,William Bast,Inconnu
nm0183547,writer,Stephen Coulter,Inconnu
nm0309282,writer,Italo Gasperini,Inconnu
nm0868074,actor,Peter Tork,Inconnu
nm0427888,actor,Davy Jones,Inconnu
nm0004880,actor,Micky Dolenz,Inconnu
nm0626452,actor,Michael Nesmith,USA
nm0706182,director,Bob Rafelson,Inconnu
nm0564841,actor,Chuck McCann,USA
nm0438871,actor,Apostol Karamitev,Bulgaria
nm0531398,director,Jerzy Macc,Inconnu
nm0515245,writer,Harold Livingston,Inconnu
nm0573433,writer,R.G. McMullen,Inconnu
nm0199984,actor,Jody Daniels,Inconnu
nm0094885,actor,William Bonner,Inconnu
nm0565183,writer,John K. McCarthy,Inconnu
nm0073701,director,Arnljot Berg,Inconnu
nm0262554,actor,Barry Evans,Inconnu
nm0203755,writer,Hunter Davies,Inconnu
nm0469594,writer,Larry Kramer,Inconnu
nm0794040,actor,Akira Shioji,Inconnu
nm0337311,writer,Wilfred Greatorex,Inconnu
nm0399331,actor,Eduard Huber,Inconnu
nm0226244,director,Erwin C. Dietrich,Inconnu
nm0686330,director,Henri Plaat,Inconnu
nm0186567,actor,Paul Crauchet,Inconnu
nm0358866,writer,Lucienna Hamon,Inconnu
nm0432334,actor,Carlos Juliá,Inconnu
nm0532719,actor,Antonio Machín,Cuba
nm0580049,actor,Ángel Menéndez,Inconnu
nm0681360,actor,Antonio Pica,Inconnu
nm0671444,writer,Santiago Peláez,Inconnu
nm0754762,writer,Fernando Sabino,Inconnu
nm0607280,writer,Quinn Morrison,Inconnu
nm0696476,writer,Ray Preston,Inconnu
nm0334503,actor,John Gramack,Inconnu
nm0812625,actor,Fernando E. Solanas,Inconnu
nm0315222,director,Octavio Getino,Inconnu
nm0616295,actor,Manuel Muñiz,Inconnu
nm0368719,writer,Eric Hatch,Inconnu
nm0736520,writer,Jack Roffey,Inconnu
nm0627878,actor,Bob Newhart,USA
nm0863254,director,Eric Till,Inconnu
nm0034250,actor,James Arena,Inconnu
nm0556217,actor,Joseph Mascolo,Inconnu
nm0305955,actor,Andrés García,Inconnu
nm0005190,writer,Garry Marshall,Inconnu
nm0069547,writer,Jerry Belson,Inconnu
nm0888530,actor,Jim Vance,Inconnu
nm0712749,writer,Bert Ray,Inconnu
nm0738180,director,Sutton Roley,Inconnu
nm0419198,actor,Stanislaw Jasiukiewicz,Inconnu
nm0470002,writer,Józef Ignacy Kraszewski,Inconnu
nm0057340,actor,Jean Barrez,Inconnu
nm0234996,actor,Clint Douglas,Inconnu
nm0568491,actor,John McEnery,UK
nm0732430,actor,Bruce Robinson,Inconnu
nm0430652,writer,Michael Joseph,Inconnu
nm0125426,actor,Pat Buttram,USA
nm0410278,writer,Henry Irving,Inconnu
nm0145797,director,Sam S. Catah,Inconnu
nm0351576,actor,Ernst Günther,Inconnu
nm0959746,director,Per Åhlin,Inconnu
nm0774067,actor,Wolfgang Schneider,Inconnu
nm0951731,director,Peter Zadek,Inconnu
nm0884186,writer,Thomas Valentin,Inconnu
nm0301467,writer,Katharina Gajda,Inconnu
nm0791085,writer,Stanley Sheldon,Inconnu
nm0908638,writer,G.B. Wallace,Inconnu
nm0820566,actor,Raymond St. Jacques,Inconnu
nm0385396,writer,Chester Himes,Inconnu
nm0878222,writer,Mirjam Tusek,Inconnu
nm0085493,actor,Roy Black,Germany
nm0293801,director,Harald Vock,Inconnu
nm0000457,actor,John Hurt,UK
nm0765546,actor,Michael Sarrazin,Inconnu
nm0482277,writer,Lucile Laks,Inconnu
nm0506140,writer,Ken Levison,Inconnu
nm0758608,actor,Peter Sallis,Inconnu
nm0656108,director,Anthony Page,Inconnu
nm0327914,director,José Luis González de León,Inconnu
nm0770046,writer,Karl Schanzer,Inconnu
nm0825114,actor,Jim Steffe,Austria
nm0028741,actor,Lawrence Andrews,Inconnu
nm0064338,actor,Rusty Beauchane,Inconnu
nm0919492,director,William Wellburn,Inconnu
nm0662675,writer,Tom Parker,Inconnu
nm0762362,writer,Ron Sands,Inconnu
nm0000661,actor,Donald Sutherland,Canada
nm0082543,director,Kevin Billington,Inconnu
nm0259838,writer,Chester Erskine,Inconnu
nm0064992,actor,Lynden Bechervaise,Inconnu
nm0165432,actor,Eric Clavering,Inconnu
nm0021975,director,Paul Almond,Inconnu
nm0103905,writer,Melvyn Bragg,Inconnu
nm0236578,writer,Margaret Drabble,Inconnu
nm0241984,writer,Isadora Duncan,Inconnu
nm0526820,actor,Lars Lunøe,Inconnu
nm0491467,actor,Bertel Lauring,Inconnu
nm0938623,actor,Sven Wollter,Inconnu
nm0330143,actor,Dexter Gordon,Inconnu
nm0084983,director,Stig Björkman,Inconnu
nm0401639,actor,Maj Hultén,Sweden
nm0534039,actor,Alain MacMoy,Inconnu
nm0827907,writer,Jacques Sternberg,Inconnu
nm0370477,actor,Christian Hay,Inconnu
nm0070987,actor,Yves Beneyton,Inconnu
nm0326360,director,James Goldstone,Inconnu
nm0516865,actor,Calvin Lockhart,Bahamas
nm0657833,actor,Giovanni Pallavicino,Inconnu
nm0073052,writer,Lamberto Benvenuti,Inconnu
nm0687847,actor,Werner Pochath,Austria
nm0569006,director,Bill McGaw,Inconnu
nm0020571,writer,Heck Allen,Inconnu
nm0695175,director,Suraj Prakash,Inconnu
nm0386729,actor,Yukio Ninagawa,Inconnu
nm0218246,actor,Ryszard Dembinski,Inconnu
nm0119789,actor,Janusz Bukowski,Inconnu
nm0065475,writer,Jurek Becker,Inconnu
nm0902535,writer,Heinrich von Kleist,Inconnu
nm0667119,actor,Peter Paulhoffer,Romania
nm0691274,writer,Eugen Popita,Inconnu
nm0441364,actor,Kazuhiko Kato,Inconnu
nm0457601,actor,Osamu Kitayama,Inconnu
nm0368028,actor,Norihiko Hashida,Inconnu
nm0619966,director,Nobuo Nakagawa,Inconnu
nm0442876,actor,Chôichirô Kawarasaki,Inconnu
nm0024388,writer,David Ambrose,Inconnu
nm0197224,writer,Felix Dahn,Inconnu
nm0454299,actor,Evgeniy Kindinov,USSR [now Russia]
nm0815641,actor,Viktor Sotsky-Voinicescu,Moldova]
nm0951590,director,Manos Zacharias,Inconnu
nm0786219,writer,Giorgos Sevastikoglou,Inconnu
nm0836142,writer,Oleg Stukalov,Inconnu
nm0759141,actor,Joel Saltz,Inconnu
nm0080889,actor,Polde Bibic,Inconnu
nm0997819,actor,Dilip Raj,Inconnu
nm0905561,director,Homi Wadia,Inconnu
nm0451844,writer,Dwarka Khosla,Inconnu
nm0796181,director,Ali Siam,Inconnu
nm0957749,actor,Valeriy Zolotukhin,USSR [now Russia]
nm0623385,director,Vladimir Nazarov,Inconnu
nm0610595,writer,Boris Mozhayev,Inconnu
nm0030677,actor,Joachim Ansorge,Germany
nm0900569,actor,Anestis Vlahos,Inconnu
nm0441952,actor,Kyriakos Katzourakis,Inconnu
nm0857550,director,Dimos Theos,Inconnu
nm0546105,writer,Frank Marcus,Inconnu
nm0847114,actor,Etsushi Takahashi,Inconnu
nm0526520,writer,Artur Lundkvist,Inconnu
nm0389788,actor,Peter Hohberger,Germany
nm0227448,actor,Kim Dimon,Inconnu
nm0273099,writer,Joachim Fernau,Inconnu
nm0701050,writer,Manfred Purzer,Inconnu
nm0602212,actor,Avraham Mor,Inconnu
nm0052753,actor,Reuven Bar-Yotam,Inconnu
nm0025381,actor,Gabi Amrani,Inconnu
nm0414438,writer,Jack Jacobs,Inconnu
nm0407307,actor,Steve Ihnat,Inconnu
nm0707804,writer,Gilbert Ralston,Inconnu
nm0814480,actor,Keisuke Sonoi,Inconnu
nm0229520,actor,Do-yun Yu,Inconnu
nm0297932,writer,Michinori Fukao,Inconnu
nm0266281,actor,Anatoliy Falkovich,USSR [now Azerbaijan]
nm0033924,writer,Vasili Ardamatsky,Inconnu
nm0807039,writer,Edgar Smirnov,Inconnu
