Id,category,Label,Nationality
nm0114422,actor,Peter Brown,Inconnu
nm0644587,writer,Charlton Ogburn Jr.,Inconnu
nm0295407,actor,Marian Friedmann,Poland]
nm0489669,director,Jan Laskowski,Inconnu
nm0287383,actor,Mario Fortuna,Argentina
nm0618034,director,Francisco Múgica,Inconnu
nm0844207,actor,Ottó Szokolay,Hungary]
nm0541050,director,Frigyes Mamcserov,Inconnu
nm0273073,actor,Carlos Fernando,Inconnu
nm0577958,actor,Otto Mellies,Inconnu
nm0375213,director,Martin Hellberg,Inconnu
nm0430460,actor,Victor Jory,Canada
nm0671957,director,Arthur Penn,Inconnu
nm0317217,writer,William Gibson,Inconnu
nm0445656,writer,Helen Keller,Inconnu
nm0361730,actor,Kôshirô Harada,Inconnu
nm0313451,actor,Jôji Ai,Inconnu
nm0411081,writer,Tatsuzô Ishikawa,Inconnu
nm0198202,writer,Ian Dalrymple,Inconnu
nm0245931,actor,Adolf Dymsza,Poland]
nm0585239,actor,Wieslaw Michnikowski,Inconnu
nm0621669,writer,Teresa Nasfeter,Inconnu
nm0845867,actor,Oleg Tabakov,Inconnu
nm0673406,actor,Ivan Pereverzev,Russia]
nm0333434,actor,Valentin Grachyov,Russia]
nm0901229,director,Konstantin Voinov,Inconnu
nm0718755,writer,Aleksandr Rekemchuk,Inconnu
nm0271229,actor,Mario Feliciani,Inconnu
nm0218268,writer,Lucia Drudi Demby,Inconnu
nm0089958,director,Marcel Bluwal,Inconnu
nm0118758,writer,Robert Buckner,Inconnu
nm0953982,actor,Aleksandr Zbruev,USSR [now Russia]
nm0197558,actor,Oleg Dal,USSR [now Russia]
nm0592490,actor,Andrey Mironov,USSR [now Russia]
nm0953516,director,Aleksandr Zarkhi,Inconnu
nm0025807,writer,Mikhail Ancharov,Inconnu
nm0834117,writer,Edward Streeter,Inconnu
nm0698072,actor,Stanton Pritchard,USA
nm0038787,director,Ronald V. Ashcroft,Inconnu
nm0038783,writer,Lorraine Ashcroft,Inconnu
nm0394462,actor,Al Hopson,Inconnu
nm0186335,director,Peter Perry Jr.,Inconnu
nm0322817,writer,Will Glickman,Inconnu
nm0825524,writer,Joseph Stein,Inconnu
nm0056170,actor,Mario Baroffio,Inconnu
nm0708515,writer,Miguel Ramos Carrión,Inconnu
nm0196536,director,Morton DaCosta,Inconnu
nm0932745,writer,Meredith Willson,Inconnu
nm0479923,writer,Franklin Lacey,Inconnu
nm0715346,director,Carol Reed,Inconnu
nm0635079,writer,Charles Nordhoff,Inconnu
nm0355681,writer,James Norman Hall,Inconnu
nm0470718,actor,Otomar Krejca,Inconnu
nm0090076,writer,Zdenek Bláha,Inconnu
nm0279238,writer,Jan Fiser,Inconnu
nm0534181,writer,Milos Macourek,Inconnu
nm0191950,actor,Robert Cummings,USA
nm0837250,writer,Eugène Sue,Inconnu
nm0744612,director,Stanislav Rostotskiy,Inconnu
nm0944221,actor,Krystyn Wójcik,Poland
nm0217570,actor,Fred Delmare,Inconnu
nm0032054,writer,Bruno Apitz,Inconnu
nm0386629,writer,Alfred Hirschmeier,Inconnu
nm0769798,writer,Willi Schäfer,Inconnu
nm0191306,actor,Janez Cuk,Yugoslavia
nm0820182,actor,Milan Srdoc,Yugoslavia
nm0651744,actor,Scott Osborne,Inconnu
nm0490161,actor,Peter Lathrop,Inconnu
nm0930085,writer,Bently Williams,Inconnu
nm0363813,writer,Barbara S. Harper,Inconnu
nm0861343,writer,Russell Thorndike,Inconnu
nm0685393,actor,Remo Pisani,USA
nm0301782,director,Richard Galbreath,Inconnu
nm0672695,writer,Louis Peraino,Inconnu
nm0500020,writer,Fritz Leiber Jr.,Inconnu
nm0392497,actor,Patrick Holt,UK
nm0395443,actor,John Horsley,Inconnu
nm0259102,writer,Paul Erickson,Inconnu
nm0526333,actor,Sven Lundberg,Inconnu
nm0042177,writer,Kathrine Aurell,Inconnu
nm0042178,writer,Tage Aurell,Inconnu
nm0348417,writer,Per Gunvall,Inconnu
nm0481248,writer,Selma Lagerlöf,Inconnu
nm0605147,actor,Morgan Sterne,Inconnu
nm0681319,actor,Ben Piazza,USA
nm0199756,director,Tad Danielewski,Inconnu
nm0846068,writer,George Tabori,Inconnu
nm0719083,actor,Ronald Remy,Inconnu
nm0326371,director,Richard Goldstone,Inconnu
nm0598267,director,John Monks Jr.,Inconnu
nm0846598,director,Fabrizio Taglioni,Inconnu
nm0454718,writer,Frank King,Inconnu
nm0580666,director,Víctor Merenda,Inconnu
nm0637610,writer,Yvan Noé,Inconnu
nm0034726,writer,Salvador Arias,Inconnu
nm0336076,director,Jorge Grau,Inconnu
nm0053275,writer,Claudio Barbati,Inconnu
nm0274551,writer,Eusebio Ferrer,Inconnu
nm0603024,writer,Fernando Morandi,Inconnu
nm0380881,actor,Philippe Hersent,Inconnu
nm0312205,writer,Larry Gelbart,Inconnu
nm0789100,writer,Margery Sharp,Inconnu
nm0785664,actor,Michel Serrault,Inconnu
nm0726544,director,Francis Rigaud,Inconnu
nm0899388,writer,Claude Viriot,Inconnu
nm0538931,actor,Zygmunt Malanowicz,Inconnu
nm0000591,director,Roman Polanski,Inconnu
nm0325228,writer,Jakub Goldberg,Inconnu
nm0472202,actor,Richard Kronold,USA
nm0114094,actor,Lester Brown,Inconnu
nm0679757,director,Raymond Phelan,Inconnu
nm0000875,writer,L. Frank Baum,Inconnu
nm0916434,actor,Robert Webber,Inconnu
nm0722440,actor,Hari Rhodes,Inconnu
nm0012409,director,Franklin Adreon,Inconnu
nm0148963,writer,Don Cerveris,Inconnu
nm0231728,actor,Adriano Domínguez,Inconnu
nm0021864,writer,Sebastián Almeida,Inconnu
nm0892891,actor,Venantino Venantini,Inconnu
nm0744185,director,Franco Rossi,Inconnu
nm0173153,writer,Golfiero Colonna,Inconnu
nm0560251,writer,Martial Matthieu,Inconnu
nm0788951,actor,Petr Sharov,Russian Empire [now Russia]
nm0700111,actor,Vittorio Pugliese,Inconnu
nm0207473,actor,Enrico de Boccard,Inconnu
nm0232248,actor,Vittorio Donati,Inconnu
nm0222442,actor,Bopha Devi,Inconnu
nm0252780,actor,Sam El,Inconnu
nm0375940,actor,Narie Hem,Cambodia
nm0625831,actor,Nop Nem,Inconnu
nm0504087,writer,Eddie Leslie,Inconnu
nm0025006,writer,Kingsley Amis,Inconnu
nm0590142,writer,Paul Mills,Inconnu
nm0423440,actor,André Jocelyn,Inconnu
nm0281866,actor,Robert Flemyng,UK
nm0870995,actor,Silvano Tranquilli,Italy
nm0386179,actor,Mikijirô Hira,Inconnu
nm0838866,actor,David Sumner,Inconnu
nm0371687,actor,James Hayter,India
nm0036031,actor,John Arnatt,Inconnu
nm0333662,writer,Bruce Graeme,Inconnu
nm0266746,actor,David Fang,Inconnu
nm0924006,director,Tim Whelan Jr.,Inconnu
nm0749484,writer,Wesley Ruggles,Inconnu
nm0009428,actor,Ab Abspoel,Netherlands
nm0012293,actor,Henk Admiraal,Netherlands
nm0044693,actor,Chris Baay,Netherlands
nm0745055,director,Paul Rotha,Inconnu
nm0209003,writer,Louis De Jong,Inconnu
nm0897980,actor,Leonardo Villar,Inconnu
nm0215805,actor,Geraldo Del Rey,Inconnu
nm0326852,writer,Dias Gomes,Inconnu
nm0926885,actor,Tony Wickert,Inconnu
nm0048836,writer,Pip Baker,Inconnu
nm0048547,writer,Jane Baker,Inconnu
nm0837534,actor,Naoki Sugiura,Inconnu
nm0044709,writer,Masaru Baba,Inconnu
nm0126534,actor,Onix Báez,Puerto Rico
nm0550119,actor,Chavito Marrero,Puerto Rico
nm0287453,director,Juan Fortuny,Inconnu
nm0750031,writer,Juan Rulfo,Inconnu
nm0029298,actor,Ángel de Andrés,Inconnu
nm0119553,writer,Juan Jesús Buhigas,Inconnu
nm0001537,actor,Ray Milland,UK
nm0608015,writer,John Morton,Inconnu
nm0135671,actor,Vittorio Caprioli,Inconnu
nm0537711,writer,Renato Mainardi,Inconnu
nm0653190,writer,Silvana Ottieri,Inconnu
nm0055303,director,Claude Barma,Inconnu
nm0035279,writer,Jacques Armand,Inconnu
nm0561389,director,Wynn Mavis,Inconnu
nm0145285,writer,John Castle,Inconnu
nm0107051,actor,Beppo Brem,Germany
nm0097085,writer,Jutta Bornemann,Inconnu
nm0295841,writer,Theo Frisch-Gerlach,Inconnu
nm0571812,actor,J. Edward McKinley,USA
nm0174783,actor,Joe Conley,USA
nm0359513,director,Leo A. Handel,Inconnu
nm0335930,actor,Raoul Grassilli,Italy
nm0819455,actor,Franco Sportelli,Inconnu
nm0277349,director,Giuseppe Fina,Inconnu
nm0144656,writer,Carlo Castellaneta,Inconnu
nm0001351,director,George Roy Hill,Inconnu
nm0479578,writer,Enrique Laborde,Inconnu
nm0540089,writer,José Mallorquí,Inconnu
nm0041642,director,Jacqueline Audry,Inconnu
nm0449996,writer,Stella Kersová,Inconnu
nm0528170,writer,Margarita Lymberaki,Inconnu
nm0211767,actor,Edward de Souza,Inconnu
nm0910381,actor,Thorley Walters,Inconnu
nm0045226,actor,Salvatore Baccaloni,Inconnu
nm0450862,writer,Anthony Nelson Keys,Inconnu
nm0955921,actor,Georgi Zhzhyonov,Russia]
nm0894743,actor,Gennadi Vernov,Inconnu
nm0764852,actor,Yuriy Sarantsev,Russia]
nm0460246,director,Pavel Klushantsev,Inconnu
nm0443610,writer,Aleksandr Kazantsev,Inconnu
nm0299233,actor,Billy Fury,UK
nm0026295,actor,Michael Anderson Jr.,UK
nm0377855,writer,Jack Henry,Inconnu
nm0713267,actor,Gary Raymond,Inconnu
nm0843423,writer,John Millington Synge,Inconnu
nm0448467,actor,Don Kenney,Inconnu
nm0000338,director,Francis Ford Coppola,Inconnu
nm0539655,writer,Margh Malina,Inconnu
nm0850481,actor,Pentti Tarkiainen,Inconnu
nm0517978,actor,Vesa-Matti Loiri,Inconnu
nm0767053,actor,Uti Saurio,Inconnu
nm0899423,actor,Hannu Vironmäki,Inconnu
nm0632852,director,Mikko Niskanen,Inconnu
nm0727764,writer,Paavo Rintala,Inconnu
nm0229379,actor,Ivan Dmitriev,Russian Empire [now Russia]
nm0503095,actor,Evgeniy Leonov,USSR [now Russia]
nm0275316,director,Vladimir Fetin,Inconnu
nm0465013,writer,Viktor Konetskiy,Inconnu
nm0722976,actor,Jacques Riberolles,Inconnu
nm0667666,director,Paul Paviot,Inconnu
nm0939795,actor,John Wood,Inconnu
nm0915201,writer,Mike Watts,Inconnu
nm0053084,director,Jacques Baratier,Inconnu
nm0041567,writer,Jacques Audiberti,Inconnu
nm0236736,actor,Dragomir Felba,Inconnu
nm0431244,writer,Bogdan Jovanovic,Inconnu
nm0004434,actor,Shashi Kapoor,Inconnu
nm0628647,actor,Richard Ney,Inconnu
nm0717203,actor,Carl Benton Reid,USA
nm0688261,writer,S. Lee Pogostin,Inconnu
nm0054672,actor,Francesco Barilli,Inconnu
nm0585600,actor,Allen Midgette,Inconnu
nm0603041,actor,Morando Morandini,Inconnu
nm0024836,writer,Gianni Amico,Inconnu
nm0249827,actor,Bill Edwards,Inconnu
nm0586393,actor,George Mikell,Inconnu
nm0912095,actor,Derek Ware,Inconnu
nm0871266,director,Alfred Travers,Inconnu
nm0267334,writer,Moris Farhi,Inconnu
nm0561718,actor,James Maxwell,Inconnu
nm0942081,director,Casper Wrede,Inconnu
nm0367838,writer,Ronald Harwood,Inconnu
nm0068552,actor,Tom Bell,Inconnu
nm0680515,actor,John Phillips,Inconnu
nm0001676,writer,Nicolas Roeg,Inconnu
nm0442562,writer,Kevin Kavanagh,Inconnu
nm0551139,writer,Roger Marshall,Inconnu
nm0849195,director,Lekh Tandon,Inconnu
nm0023551,writer,Abrar Alvi,Inconnu
nm0518122,actor,Aleksei Loktev,Inconnu
nm0687455,actor,Sergei Plotnikov,Russian Empire [now Russia]
nm0781986,director,Yakov Segel,Inconnu
nm0690170,actor,Gordan Pomorisac,Yugoslavia
nm0657028,actor,Slobodan Dan Paich,Inconnu
nm0832756,actor,Bozidar Stosic,Yugoslavia
nm0833989,director,Milenko Strbac,Inconnu
nm0566584,actor,Myron McCormick,USA (some sources say 1907)
nm0083081,actor,Edward Binns,USA
nm0695489,actor,Judson Pratt,USA
nm0320637,director,Bernard Girard,Inconnu
nm0195644,actor,Earl D'Eon,Inconnu
nm0931897,director,Wade Williams,Inconnu
nm0555452,actor,Gheorghe Maruta,Inconnu
nm0098208,director,Elisabeta Bostan,Inconnu
nm0533240,actor,Walter Macken,Inconnu
nm0446332,actor,Dermot Kelly,Inconnu
nm0237424,director,Arthur Dreifuss,Inconnu
nm0066848,writer,Brendan Behan,Inconnu
nm0839235,writer,Jacqueline Sundstrom,Inconnu
nm0058393,writer,Isa Bartalini,Inconnu
nm0111302,director,Hervé Bromberger,Inconnu
nm0053282,actor,Raffaele Barbato,Inconnu
nm0523453,actor,Xavier Loyá,Inconnu
nm0325051,director,Myron J. Gold,Inconnu
nm0786470,director,Raphael J. Sevilla,Inconnu
nm0433495,actor,Ernst-Hugo Järegård,Inconnu
nm0833296,actor,Jan-Olof Strandberg,Inconnu
nm0657122,actor,Jaakko Pakkasvirta,Finland
nm0467611,writer,Soili Kotala,Inconnu
nm0417586,actor,Sima Janicijevic,Inconnu
nm0417573,director,Toma Janic,Inconnu
nm0282447,writer,Irma Flis,Inconnu
nm0474775,director,Amar Kumar,Inconnu
nm0487353,writer,Jacques Lanzmann,Inconnu
nm0001352,actor,Terence Hill,Inconnu
nm0866861,actor,Martin Tomlinson,Inconnu
nm0437800,actor,Alexis Kanner,Inconnu
nm0454167,writer,Jud Kinberg,Inconnu
nm0463385,writer,John Kohn,Inconnu
nm0099677,actor,Michel Bouquet,Inconnu
nm0750880,director,Mario Ruspoli,Inconnu
nm0037625,writer,Antonin Artaud,Inconnu
nm0298928,writer,Rate Furlan,Inconnu
nm0458446,writer,Eric Klauss,Inconnu
nm0317232,writer,Fulvio Gicca Palli,Inconnu
nm0321315,actor,Luigi Giuliani,Italy
nm0555990,writer,Antonio Mas Guindal,Inconnu
nm0229424,director,Edward Dmytryk,Inconnu
nm0159312,writer,Claude Choublier,Inconnu
nm0577167,actor,Bent Mejding,Inconnu
nm0944258,actor,Povl Wøldike,Inconnu
nm0625680,director,Ralph Nelson,Inconnu
nm0815945,actor,Jorge Sousa Costa,Portugal
nm0345736,actor,João Guedes,Inconnu
nm0180850,actor,Emilio Correia,Portugal
nm0229445,director,Jorge Brum do Canto,Inconnu
nm0620679,writer,Fernando Namora,Inconnu
nm0776439,actor,Claus Schulz,Germany
nm0463988,director,Gottfried Kolditz,Inconnu
nm0071058,writer,Gerhard Bengsch,Inconnu
nm0097524,writer,Kurt Bortfeldt,Inconnu
nm0875747,writer,Kurt Tucholsky,Inconnu
nm0566948,actor,Joel McCrea,USA
nm0823594,actor,Ron Starr,Inconnu
nm0831694,writer,N.B. Stone Jr.,Inconnu
nm0900387,actor,John Vivyan,Inconnu
nm0330050,actor,Bruce Gordon,USA
nm0353419,actor,Kevin Hagen,USA
nm0519487,writer,Stephen Longstreet,Inconnu
nm0357550,actor,Maxim Hamel,Inconnu
nm0433957,actor,Johan Kaart,Netherlands
nm0085104,actor,Jan Blaaser,Netherlands
nm0329693,actor,Rijk de Gooyer,Netherlands
nm0466652,director,Giovanni Korporaal,Inconnu
nm0115981,writer,Emile Brumsteede,Inconnu
nm0250525,writer,W.H. van Eemlandt,Inconnu
nm0558446,actor,George E. Mather,Inconnu
nm0337619,actor,Austin Green,Inconnu
nm0647322,actor,Norman Ollestad,USA
nm0668227,director,Clark L. Paylow,Inconnu
nm0799457,writer,Lewis Simeon,Inconnu
nm0643960,actor,Michel Odekerken,Inconnu
nm0246252,actor,Aleksander Dzwonkowski,Inconnu
nm0944160,director,Józef Wyszomirski,Inconnu
nm0527480,writer,Jerzy Lutowski,Inconnu
nm0657201,writer,Armando Palacio Valdés,Inconnu
nm0083514,actor,Willy Birgel,Inconnu
nm0902025,director,Eduard von Borsody,Inconnu
nm0277687,writer,Irving Fineman,Inconnu
nm0327990,writer,César González Ruano,Inconnu
nm0053224,writer,Paola Barbara,Inconnu
nm0027893,writer,Hellmut Andics,Inconnu
nm0026064,writer,Alfred Andersch,Inconnu
nm0473403,actor,Horst Kube,Inconnu
nm0228427,actor,Werner Dissel,Inconnu
nm0257268,actor,Harald Engelmann,Germany
nm0295432,director,Götz Friedrich,Inconnu
nm0732190,director,Georges Robin,Inconnu
nm0652314,writer,Martha Ostenso,Inconnu
nm0885446,actor,Víctor Valverde,Inconnu
nm0654025,actor,José María Oviés,Spain
nm0508234,actor,Fernando León,Inconnu
nm0544144,actor,Mickey Mantle,Inconnu
nm0548063,actor,Roger Maris,Inconnu
nm0292433,actor,William Frawley,USA
nm0226889,writer,Robert Dillon,Inconnu
nm0622486,writer,Tom Naud,Inconnu
nm0728508,writer,Steven Ritch,Inconnu
nm0593946,writer,Bimal Mitra,Inconnu
nm0049838,writer,Richard Balducci,Inconnu
nm0116004,writer,Mario Brun,Inconnu
nm0551754,writer,Jean Marthin,Inconnu
nm0946391,director,Jean Yarbrough,Inconnu
nm0058067,writer,Kevin Barry,Inconnu
nm0411770,actor,Yûnosuke Itô,Inconnu
nm0009735,actor,Luis Aceves Castañeda,Inconnu
nm0148440,actor,Predrag Ceramilac,Yugoslavia
nm0587295,actor,Ratko Miletic,Yugoslavia
nm0652450,director,Radenko Ostojic,Inconnu
nm0705823,writer,Vlastimir Radovanovic,Inconnu
nm0916067,actor,Clifton Webb,Inconnu
nm0564970,director,Leo McCarey,Inconnu
nm0651350,director,David W. Orton,Inconnu
nm0118406,writer,Pearl S. Buck,Inconnu
nm0606510,writer,Edmund Morris,Inconnu
nm0628227,writer,Peter R. Newman,Inconnu
nm0562015,writer,Karl May,Inconnu
nm0295991,actor,Thomas Fritsch,Inconnu
nm0076617,writer,Hans Rudolf Berndorff,Inconnu
nm0782704,writer,Franz Seitz,Inconnu
nm0398193,actor,Chris Howland,Inconnu
nm0021186,actor,Peter Allenby,Inconnu
nm0443051,director,Gilbert Kay,Inconnu
nm0552058,writer,Charles Martin,Inconnu
nm0556973,actor,Sydney Mason,Inconnu
nm0193827,director,Rudolph Cusumano,Inconnu
nm0755716,actor,Mark Saegers,Inconnu
nm0589628,actor,Robert Milli,Inconnu
nm0272445,director,Graeme Ferguson,Inconnu
nm0039127,writer,Wilson Ashley,Inconnu
nm0901866,actor,Hilti von Allmen,Inconnu
nm0872112,director,Luis Trenker,Inconnu
nm0323123,director,Guy Glover,Inconnu
nm0606154,actor,Semyon Morozov,USSR [now Russia]
nm0122974,actor,Valentin Burov,Russia]
nm0243020,writer,Yuli Dunsky,Inconnu
nm0294849,writer,Valeri Frid,Inconnu
nm0666664,actor,Dominique Paturel,Inconnu
nm0223581,director,Sylvain Dhomme,Inconnu
nm0235499,director,Max Douy,Inconnu
nm0066274,actor,Bruce Beeby,Inconnu
nm0008936,writer,Edward Abraham,Inconnu
nm0008981,writer,Valerie Abraham,Inconnu
nm0372538,writer,Reginald Hearne,Inconnu
nm0456017,writer,Rudyard Kipling,Inconnu
nm0064983,writer,Ricardo Becher,Inconnu
nm0844559,writer,Dalmiro Sáenz,Inconnu
nm0956953,writer,Italo Zingarelli,Inconnu
nm0097917,actor,Giulio Bosetti,Inconnu
nm0031355,actor,Gabriele Antonini,Inconnu
nm0257866,writer,Adolphe d'Ennery,Inconnu
nm0239379,actor,André Dubois,Inconnu
nm0340257,actor,Serge Grenier,Canada
nm0000780,director,Denys Arcand,Inconnu
nm0405759,director,Denis Héroux,Inconnu
nm0893170,director,Stéphane Venne,Inconnu
nm0329716,director,K.S. Gopalakrishnan,Inconnu
nm0085307,writer,Ian Stuart Black,Inconnu
nm0913958,writer,John Waterhouse,Inconnu
nm0324699,actor,Vladimir Gogolinsky,Inconnu
nm0899053,actor,Valeri Vinogradov,Inconnu
nm0487837,director,Yaropolk Lapshin,Inconnu
nm0442815,actor,Kiyoshi Kawakubo,Inconnu
nm0475845,director,Yoshio Kuroda,Inconnu
nm0457489,writer,Morio Kita,Inconnu
nm0000974,actor,Walter Brennan,USA
nm0002063,actor,Leif Erickson,USA
nm0168031,writer,Walter J. Coburn,Inconnu
nm0070420,actor,Amador Bendayan,Inconnu
nm0430899,writer,Fernando Josseau,Inconnu
nm0057342,actor,Barta Barri,Inconnu
nm0049550,director,Silvio F. Balbuena,Inconnu
nm0147451,director,Manuel Caño,Inconnu
nm0580128,writer,Santiago M. Mercadal,Inconnu
nm0283446,actor,Eric Flynn,Inconnu
nm0001421,actor,George Kennedy,USA
nm0448150,director,Ken Kennedy,Inconnu
nm0422279,writer,Frank Jessy,Inconnu
nm0186332,actor,Derek Crane,Inconnu
nm0662692,actor,W.B. Parker,Inconnu
nm0882577,actor,Ken Utsui,Inconnu
nm0849060,director,Shigeo Tanaka,Inconnu
nm0817496,actor,Yiftach Spector,Inconnu
nm0051525,actor,Ehud Banai,Israel
nm0253033,director,Ilan Eldad,Inconnu
nm0352618,writer,Moshe Hadar,Inconnu
nm0803672,writer,Vilgot Sjöman,Inconnu
nm0908647,actor,George Wallace,Inconnu
nm0176161,actor,Hub Consten,Inconnu
nm0871876,actor,Les Tremayne,Inconnu
nm0123699,actor,Robert Burton,USA
nm0731741,writer,Blair Robertson,Inconnu
nm0730924,writer,Joseph F. Robertson,Inconnu
nm0531257,actor,Erminio Macario,Inconnu
nm0664584,writer,Pier Maria Pasinetti,Inconnu
nm0316053,writer,Gian Domenico Giagni,Inconnu
nm0941556,writer,Richard Wormser,Inconnu
nm0246293,actor,Luis Dávila,Inconnu
nm0353434,actor,Paul Hagen,Inconnu
nm0582543,director,Sven Methling,Inconnu
nm0541461,writer,Ennio Mancini,Inconnu
nm0112211,actor,Ray Brooks,Inconnu
nm0028628,actor,David Andrews,Inconnu
nm0232795,director,Clive Donner,Inconnu
nm0959916,actor,Pierre Étaix,Inconnu
nm0557540,actor,Claude Massot,Inconnu
nm0140643,writer,Jean-Claude Carrière,Inconnu
nm0269123,actor,Trader Faulkner,Inconnu
nm0665513,writer,Neil Paterson,Inconnu
nm0025778,director,Jerzy Antczak,Inconnu
nm0503134,actor,Yuriy Leontev,Inconnu
nm0117482,director,Yevgeni Bryunchugin,Inconnu
nm0119777,director,Anatoliy Bukovskiy,Inconnu
nm0953945,writer,Yuri Zbanatsky,Inconnu
nm0125582,actor,Boris Buzancic,Yugoslavia
nm0828838,actor,Warren Stevens,USA
nm0001445,actor,Martin Landau,USA
nm0928061,actor,Don Wilbanks,Inconnu
nm0068691,director,Earl Bellamy,Inconnu
nm0201380,writer,Keneth Darling,Inconnu
nm0751032,actor,Bing Russell,USA
nm0354856,actor,Bill Hale,USA
nm0858521,actor,Bernie Thomas,Inconnu
nm0484824,director,James Landis,Inconnu
nm0832328,writer,Philip Stong,Inconnu
nm0338233,writer,Paul Green,Inconnu
nm0751163,writer,Gloria Russell,Inconnu
nm0285610,writer,Derek Ford,Inconnu
nm0285617,writer,Donald Ford,Inconnu
nm0378392,writer,William Hepper,Inconnu
nm0744059,writer,Peter Rosser,Inconnu
nm0313092,actor,Robert Gentile,USA
nm0216914,actor,Camilo Delgado,Puerto Rico
nm0140408,director,Rick Carrier,Inconnu
nm0161781,writer,Elgin Ciampi,Inconnu
nm0308433,writer,Joy Garrison,Inconnu
nm0255812,actor,Søren Elung Jensen,Inconnu
nm0846564,actor,Oscar E. Tagliabue 'Tranquilino',Inconnu
nm0422587,writer,Radheshyam Jhunjhunwala,Inconnu
nm0628287,actor,Tom Newman,Inconnu
nm0936075,actor,Dwayne Winton,Inconnu
nm0915856,writer,H. Duane Weaver,Inconnu
nm0206754,actor,Howard Dayton,Inconnu
nm0851861,actor,Vic Tayback,USA
nm0305547,writer,Juan García Atienza,Inconnu
nm0021698,actor,Gösta Alm,Inconnu
nm0093516,director,Barbro Boman,Inconnu
nm0634749,actor,Tommy Noonan,Inconnu
nm0551102,actor,Peter Marshall,Inconnu
nm0259824,writer,Solveig Ersgaard,Inconnu
nm0518582,writer,Stig Lommer,Inconnu
nm0511249,writer,Mogens Lind,Inconnu
nm0369318,actor,Per Theodor Haugen,Inconnu
nm0388474,actor,Willie Hoel,Inconnu
nm0269687,writer,Hans Faye-Lund,Inconnu
nm0543194,actor,Tarmo Manni,Inconnu
nm0042073,actor,Matti Aulos,Finland
nm0517833,director,Armand Lohikoski,Inconnu
nm0055106,actor,Andreas Barkoulis,Greece
nm0316320,director,Pete Giannopoulos,Inconnu
nm0238099,writer,Kostas Dritsas,Inconnu
nm0624241,actor,Gino Neenan,Inconnu
nm0587922,director,Arnold L. Miller,Inconnu
nm0318419,actor,Rex Gildo,Inconnu
nm0246901,director,Peter Dörre,Inconnu
nm0554607,actor,Daniel Martín,Inconnu
nm0300565,actor,Antonio Gades,Inconnu
nm0563749,writer,Alfredo Mañas,Inconnu
nm0321561,actor,Wladyslaw Glabik,Poland
nm0402262,actor,Henryk Hunko,Inconnu
nm0423651,actor,Jerzy Jogalla,Inconnu
nm0468589,writer,Stanislaw Kowalewski,Inconnu
nm0292368,writer,Gaio Frattini,Inconnu
nm0001514,actor,Victor Mature,USA
nm0759328,writer,Domenico Salvati,Inconnu
nm0202264,writer,Alphonse Daudet,Inconnu
nm0199072,actor,Mark Dana,Inconnu
nm0451211,actor,Feroz Khan,Inconnu
nm0028826,writer,Robert Hardy Andrews,Inconnu
nm0367961,actor,Vlastimil Hasek,Czechoslovakia [now Czech Republic]
nm0465531,actor,Kôji Nanbara,Inconnu
nm0163402,actor,Jimmy Clanton,USA
nm0337200,actor,Rocky Graziano,Inconnu
nm0230529,director,Lawrence Doheny,Inconnu
nm0685139,director,Mário Pires,Inconnu
nm0668382,actor,Laurence Payne,Inconnu
